Invoice No,Order No,Sales Rep Name,SITE,S Date,Ship to Country,Market Segment,Quantity,Unit Cost,Unit Price,Total Profit USD,Total Cost USD,Total Value USD,,,
24002215,24100343,FBER,B,2024-06-24,US,TR,432,10.2559,14.79,"$1,959","$4,431",6389,,,
24002215,24100343,FBER,B,2024-06-24,US,TR,1,0,0,$0,$0,0,,,
24002215,24100343,FBER,B,2024-06-24,US,TR,2088,10.2559,14.79,"$9,467","$21,414",30882,,,
24002215,24100343,FBER,B,2024-06-24,US,TR,1,0,0,$0,$0,0,,,
24002216,24100969,KTIE,B,2024-06-24,US,NW,1,198.21,1239.55,"$1,041",$198,1240,,,
24002216,24100969,KTIE,B,2024-06-24,US,NW,1,0,0,$0,$0,0,,,
24002217,24101534,MWIS,B,2024-06-24,US,OL,24,5.7838,23.52,$426,$139,564,,,
24002217,24101534,MWIS,B,2024-06-24,US,OL,1,0,0,$96,$0,96,,,
24002218,23103279,MWIS,B,2024-06-24,US,PI,144,29.3486,63.8,"$4,961","$4,226",9187,,,
24002218,23103279,MWIS,B,2024-06-24,US,PI,1,0,0,$475,$0,475,,,
24002219,23103416,DGAS,B,2024-06-24,US,PV,525,4.0881,4.63,$285,"$2,146",2431,,,
24002219,23103416,DGAS,B,2024-06-24,US,PV,1,0,0,$0,$0,0,,,
24002220,24100000,DGAS,B,2024-06-24,US,PV,75,7.6687,27.54,"$1,490",$575,2066,,,
24002220,24100000,DGAS,B,2024-06-24,US,PV,1,0,0,$0,$0,0,,,
24002221,24101079,SBEA,B,2024-06-24,US,TA,100,7.12,27.25,"$2,013",$712,2725,,,
24002221,24101079,SBEA,B,2024-06-24,US,TA,1,0,0,$0,$0,0,,,
24002222,24101313,MRHO,B,2024-06-24,US,PO,100,3.1502,19.88,"$1,673",$315,1988,,,
24002222,24101313,MRHO,B,2024-06-24,US,PO,1,0,0,$44,$0,44,,,
24002223,24101403,MWIS,B,2024-06-24,US,PO,100,6.0788,18.59,"$1,251",$608,1859,,,
24002223,24101403,MWIS,B,2024-06-24,US,PO,1,0,0,$51,$0,51,,,
24002224,24101521,DGAS,B,2024-06-24,US,PP,4,13.3725,41.68,$113,$53,167,,,
24002224,24101521,DGAS,B,2024-06-24,US,PP,1,0,0,$24,$0,24,,,
24002225,24101557,GXAV,B,2024-06-24,US,TR,25,119.9088,169.48,"$1,239","$2,998",4237,,,
24401183,23201802,SBEA,T,2024-06-24,US,TA,30,14.6597,20.968,$138,$323,461,,,
24401183,23201802,SBEA,T,2024-06-24,US,TA,60,14.6595,20.968,$275,$647,922,,,
24401183,23201802,SBEA,T,2024-06-24,US,TA,160,14.6595,20.968,$735,"$1,725",2459,,,
24401183,23201802,SBEA,T,2024-06-24,US,TA,34,27.0529,60.734,$837,$676,1514,,,
24401183,23201802,SBEA,T,2024-06-24,US,TA,100,27.0529,60.734,"$2,463","$1,989",4452,,,
24401183,23201802,SBEA,T,2024-06-24,US,TA,116,27.0529,60.734,"$2,857","$2,307",5164,,,
24401184,24200479,SBEA,T,2024-06-24,US,TA,100,18.7544,30.135,$830,"$1,379",2209,,,
24401184,24200479,SBEA,T,2024-06-24,US,TA,100,18.7544,30.135,$830,"$1,379",2209,,,
24401184,24200479,SBEA,T,2024-06-24,US,TA,100,18.7544,30.135,$830,"$1,379",2209,,,
24401184,24200479,SBEA,T,2024-06-24,US,TA,100,18.7544,30.135,$830,"$1,379",2209,,,
24401184,24200479,SBEA,T,2024-06-24,US,TA,100,18.7544,30.135,$830,"$1,379",2209,,,
24401185,24200536,SBEA,T,2024-06-24,US,TA,182,1.4139,18.144,"$2,231",$189,2421,,,
24401185,24200536,SBEA,T,2024-06-24,US,TA,18,1.4139,18.144,$221,$19,239,,,
24401186,24200728,AMIN,T,2024-06-24,CA,PM,6,9.0983,75.09,$410,$40,451,,,
24401187,24200801,SGOY,T,2024-06-24,CA,OL,1000,2.3808,7.21,"$5,459","$1,751",7210,,,
24401188,24200930,AMIN,T,2024-06-24,CA,PM,30,14.0633,54.62,"$1,328",$310,1639,,,
24401189,24200953,SGOY,T,2024-06-24,CA,NH,20,13.337,54.4,$892,$196,1088,,,
24401190,24200954,SGOY,T,2024-06-24,CA,PO,20,38.7475,137.08,"$2,172",$570,2742,,,
24401191,24200971,SGOY,T,2024-06-24,CA,NH,20,17.2385,125.69,"$2,260",$254,2514,,,
24002198,23102048,DGAS,B,2024-06-21,US,NM,930,16.0665,20.98,"$4,570","$14,942",19511,,,
24002199,24100343,FBER,B,2024-06-21,US,TR,864,10.2559,14.79,"$3,917","$8,861",12779,,,
24002200,24100649,MWIS,B,2024-06-21,US,PS,600,4.761,9.87,"$3,065","$2,857",5922,,,
24002200,24100649,MWIS,B,2024-06-21,US,PS,1,0,0,$0,$0,0,,,
24002201,24101356,DGAS,B,2024-06-21,US,OM,8,8.82,41.21,$259,$71,330,,,
24002201,24101356,DGAS,B,2024-06-21,US,OM,1,0,0,$0,$0,0,,,
24002202,24101677,MWIS,B,2024-06-21,US,OL,1,296,1624,"$1,328",$296,1624,,,
24002202,24101677,MWIS,B,2024-06-21,US,OL,1,0,0,$40,$0,40,,,
24002203,23103190,MRHO,B,2024-06-21,US,PO,100,7.8747,8.66,$79,$787,866,,,
24002203,23103190,MRHO,B,2024-06-21,US,PO,1,0,0,$0,$0,0,,,
24002204,24100317,DGAS,B,2024-06-21,US,PV,150,4.7486,8.06,$497,$712,1209,,,
24002204,24100317,DGAS,B,2024-06-21,US,PV,1,0,0,$0,$0,0,,,
24002205,24100639,KTIE,B,2024-06-21,US,NW,100,37.7111,46,$829,"$3,771",4600,,,
24002206,24100645,BHOU,B,2024-06-21,US,TC,100,1.656,4.67,$301,$166,467,,,
24002207,24101102,MRHO,B,2024-06-21,US,PI,24,17.3383,41.6,$582,$416,998,,,
24002207,24101102,MRHO,B,2024-06-21,US,PI,1,0,0,$0,$0,0,,,
24002208,24101238,GXAV,B,2024-06-21,US,TR,24,3.4683,10.26,$163,$83,246,,,
24002208,24101238,GXAV,B,2024-06-21,US,TR,1,0,0,$0,$0,0,,,
24002209,24101391,BHOU,B,2024-06-21,US,TC,500,1.656,4.67,"$1,507",$828,2335,,,
24002210,24101395,BHOU,B,2024-06-21,US,TC,10000,1.472,2.34,"$8,680","$14,720",23400,,,
24002211,24101480,MRHO,B,2024-06-21,US,TR,40,11.7808,18.41,$265,$471,736,,,
24002211,24101480,MRHO,B,2024-06-21,US,TR,1,0,0,$0,$0,0,,,
24002212,24101533,MWIS,B,2024-06-21,US,OL,40,5.053,14.34,$371,$202,574,,,
24002212,24101533,MWIS,B,2024-06-21,US,OL,1,0,0,$0,$0,0,,,
24002213,24101675,GXAV,B,2024-06-21,US,TE,200,1.9318,13.92,"$2,398",$386,2784,,,
24002213,24101675,GXAV,B,2024-06-21,US,TE,1,0,0,$0,$0,0,,,
24002214,24101678,DGAS,B,2024-06-21,US,TR,50,10.7296,19.94,$461,$536,997,,,
24401172,23201717,SBEA,T,2024-06-21,US,TA,50,40.0462,100.228,"$2,201","$1,472",3674,,,
24401173,24200481,SBEA,T,2024-06-21,US,TA,70,26.5799,55.427,"$1,476","$1,368",2844,,,
24401174,24200769,SBEA,T,2024-06-21,US,TA,5,18.9,36.779,$65,$69,135,,,
24401174,24200769,SBEA,T,2024-06-21,US,TA,100,18.8991,36.779,"$1,306","$1,390",2696,,,
24401174,24200769,SBEA,T,2024-06-21,US,TA,100,18.8991,36.779,"$1,306","$1,390",2696,,,
24401174,24200769,SBEA,T,2024-06-21,US,TA,102,18.8991,36.779,"$1,332","$1,417",2750,,,
24401174,24200769,SBEA,T,2024-06-21,US,TA,108,18.8991,36.779,"$1,411","$1,501",2912,,,
24401175,24200514,SGOY,T,2024-06-21,CA,PO,1,1253.7,2388.34,"$1,467",$922,2388,,,
24401176,24200886,SGOY,T,2024-06-21,CA,TE,53,6.9134,15.54,$554,$269,824,,,
24401177,24200887,SGOY,T,2024-06-21,US,TE,50,6.9134,15.54,$523,$254,777,,,
24401178,24200916,SGOY,T,2024-06-21,CA,PO,45,39.0131,105.18,"$3,442","$1,291",4733,,,
24401179,24200917,SGOY,T,2024-06-21,CA,PO,8,10.26,76,$548,$60,608,,,
24401180,24200929,AMIN,T,2024-06-21,CA,PO,8,10.8175,36.604,$229,$64,293,,,
24401181,24200942,SGOY,T,2024-06-21,CA,PO,4,5.6925,41.54,$149,$17,166,,,
24401182,24200974,AMIN,T,2024-06-21,CA,PO,1,173.24,412.94,$286,$127,413,,,
317051,23250730,WMOR,D,2024-06-21,CA,TE,100,357.013,776.92,"$51,441","$26,251",77692,,,
24002185,24101065,GXAV,B,2024-06-20,US,TR,50,22.0844,149.38,"$6,365","$1,104",7469,,,
24002185,24101065,GXAV,B,2024-06-20,US,TR,50,0,0,$0,$0,0,,,
24002185,24101065,GXAV,B,2024-06-20,US,TR,50,0,0,$0,$0,0,,,
24002185,24101065,GXAV,B,2024-06-20,US,TR,1,0,0,$0,$0,0,,,
24002186,24100256,SBEA,B,2024-06-20,US,TA,12,4.8592,113.6,"$1,305",$58,1363,,,
24002186,24100256,SBEA,B,2024-06-20,US,TA,1,0,0,$0,$0,0,,,
24002187,24101562,OGAL,B,2024-06-20,US,NH,8,30.2525,102.27,$576,$242,818,,,
24002187,24101562,OGAL,B,2024-06-20,US,NH,1,0,0,$41,$0,41,,,
24002188,23103423,MRHO,B,2024-06-20,US,PO,100,20.013,21.56,$155,"$2,001",2156,,,
24002188,23103423,MRHO,B,2024-06-20,US,PO,1,0,0,$0,$0,0,,,
24002189,24100089,SBEA,B,2024-06-20,US,TA,800,3.8228,14.1,"$8,222","$3,058",11280,,,
24002189,24100089,SBEA,B,2024-06-20,US,TA,1,0,0,$0,$0,0,,,
24002190,24100636,KTIE,B,2024-06-20,US,NW,200,28.8691,72.49,"$8,724","$5,774",14498,,,
24002191,24100637,KTIE,B,2024-06-20,US,NW,200,12.4448,34.88,"$4,487","$2,489",6976,,,
24002192,24100733,KTIE,B,2024-06-20,US,NW,12,13.25,27.4,$170,$159,329,,,
24002192,24100733,KTIE,B,2024-06-20,US,NW,1,0,0,$20,$0,20,,,
24002193,24100850,MWIS,B,2024-06-20,US,PO,1,755.7,1903,"$1,147",$756,1903,,,
24002193,24100850,MWIS,B,2024-06-20,US,PO,1,889,1870,$981,$889,1870,,,
24002193,24100850,MWIS,B,2024-06-20,US,PO,1,0,18.16,$18,$0,18,,,
24002194,24100924,MRHO,B,2024-06-20,US,PS,150,3.6204,6.32,$405,$543,948,,,
24002194,24100924,MRHO,B,2024-06-20,US,PS,100,5.8059,5.2,-$61,$581,520,,,
24002194,24100924,MRHO,B,2024-06-20,US,PS,1,0,0,$0,$0,0,,,
24002195,24101259,DGAS,B,2024-06-20,US,PV,24,2.4554,9.1,$159,$59,218,,,
24002195,24101259,DGAS,B,2024-06-20,US,PV,1,0,0,$0,$0,0,,,
24002196,24101522,DGAS,B,2024-06-20,US,PP,4,4.06,37.5,$134,$16,150,,,
24002196,24101522,DGAS,B,2024-06-20,US,PP,1,0,0,$24,$0,24,,,
24002197,24101679,GXAV,B,2024-06-20,US,TR,2,106.18,193.63,$175,$212,387,,,
24002197,24101679,GXAV,B,2024-06-20,US,TR,1,0,0,$0,$0,0,,,
24401163,24200116,THOU,T,2024-06-20,US,IC,20,6.526,57.242,$743,$96,839,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,4,19.775,42.795,$67,$58,125,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,100,19.7748,42.795,"$1,683","$1,454",3137,,,
24401164,24200326,SBEA,T,2024-06-20,US,TA,96,19.7748,42.795,"$1,616","$1,396",3012,,,
24401165,24200682,SGOY,T,2024-06-20,CA,TE,150,4.7187,7.17,$555,$520,1076,,,
24401166,24200944,OGAL,T,2024-06-20,CA,PO,60,8.1623,28.65,"$1,359",$360,1719,,,
24401167,24200945,SGOY,T,2024-06-20,CA,PM,16,12.8594,98.66,"$1,427",$151,1579,,,
24401168,24200948,SGOY,T,2024-06-20,CA,PO,7,34.7214,175.09,"$1,047",$179,1226,,,
24401169,24200949,SGOY,T,2024-06-20,CA,PM,50,12.3306,45.98,"$1,846",$453,2299,,,
24401170,24200955,AMIN,T,2024-06-20,CA,PO,8,13.22,83.32,$589,$78,667,,,
24401171,24200969,AMIN,T,2024-06-20,CA,TP,4,4.275,37.5,$137,$13,150,,,
317047,24250215,MRHO,D,2024-06-20,US,PI,2,314.83,1529.882,"$1,780",$463,2243,,,
317048,24250237,JAKI,D,2024-06-20,CA,NW,10,134.415,272.3,"$1,735",$988,2723,,,
317048,24250237,JAKI,D,2024-06-20,CA,NW,10,103.434,210.4,"$1,343",$761,2104,,,
317049,24250249,SGOY,D,2024-06-20,CA,TP,4,193.5375,1260,"$4,471",$569,5040,,,
317049,24250249,SGOY,D,2024-06-20,CA,TP,8,12.7738,362.08,"$2,822",$75,2897,,,
317052,24250374,JAKI,D,2024-06-20,CA,NH,4,92.7,312.184,$643,$273,915,,,
317052,24250374,JAKI,D,2024-06-20,CA,NH,4,98.3225,558.954,"$1,350",$289,1639,,,
24002178,24100424,DGAS,B,2024-06-19,US,PV,250,25.3408,20.77,"-$1,143","$6,335",5193,,,
24002178,24100424,DGAS,B,2024-06-19,US,PV,1,0,0,$0,$0,0,,,
24002179,24101566,MWIS,B,2024-06-19,US,TP,8,46.675,119.82,$585,$373,959,,,
24002179,24101566,MWIS,B,2024-06-19,US,TP,1,0,0,$30,$0,30,,,
24002180,23102917,GXAV,B,2024-06-19,US,TE,2479,7.1879,8.54,"$3,352","$17,819",21171,,,
24002181,24101438,MWIS,B,2024-06-19,US,OL,80,11.0991,23.7,"$1,008",$888,1896,,,
24002182,24101473,SGOY,B,2024-06-19,CA,TR,48,12.6285,16.14,$169,$606,775,,,
24002182,24101473,SGOY,B,2024-06-19,CA,TR,60,10.6477,13.07,$145,$639,784,,,
24002183,24101637,DGAS,B,2024-06-19,US,PP,36,8.5894,20.38,$424,$309,734,,,
24002183,24101637,DGAS,B,2024-06-19,US,PP,1,0,150,$150,$0,150,,,
24002183,24101637,DGAS,B,2024-06-19,US,PP,1,0,0,$0,$0,0,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,49,20.5714,19.003,-$59,$741,683,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,106,20.5715,19.003,-$127,"$1,603",1477,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,105,20.5715,19.003,-$126,"$1,588",1463,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,106,20.5715,19.003,-$127,"$1,603",1477,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,108,20.5715,19.003,-$129,"$1,634",1504,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,106,20.5715,19.003,-$127,"$1,603",1477,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,106,20.5715,19.003,-$127,"$1,603",1477,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,100,20.5715,19.003,-$120,"$1,513",1393,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,103,20.5715,19.003,-$123,"$1,558",1435,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,111,20.5715,19.003,-$133,"$1,679",1546,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,115,20.5715,19.003,-$138,"$1,740",1602,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,115,20.5715,19.003,-$138,"$1,740",1602,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,120,20.5715,19.003,-$144,"$1,815",1672,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,122,20.5715,19.003,-$146,"$1,845",1699,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,54,20.5715,19.003,-$65,$817,752,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,71,20.5715,19.003,-$85,"$1,074",989,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,115,20.5715,19.003,-$138,"$1,740",1602,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,111,20.5715,19.003,-$133,"$1,679",1546,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,110,20.5715,19.003,-$132,"$1,664",1532,,,
24401155,23201826,SBEA,T,2024-06-19,US,TA,67,20.5715,19.003,-$80,"$1,013",933,,,
24401156,24200237,SBEA,T,2024-06-19,US,TA,10,2.157,5.552,$25,$16,41,,,
24401156,24200237,SBEA,T,2024-06-19,US,TA,30,2.1567,5.552,$75,$48,122,,,
24401156,24200237,SBEA,T,2024-06-19,US,TA,860,2.1566,5.552,"$2,136","$1,364",3500,,,
24401156,24200237,SBEA,T,2024-06-19,US,TA,900,2.1566,5.552,"$2,236","$1,427",3663,,,
24401157,24200933,JAKI,T,2024-06-19,CA,NW,48,10.9008,65.2,"$2,745",$385,3130,,,
24401158,24200934,SGOY,T,2024-06-19,CA,PO,10,5.889,47.82,$435,$43,478,,,
24401158,24200934,SGOY,T,2024-06-19,CA,PO,10,4.926,42.72,$391,$36,427,,,
24401158,24200934,SGOY,T,2024-06-19,CA,PO,10,4.696,42.72,$393,$35,427,,,
24401159,24200936,SGOY,T,2024-06-19,CA,PO,6,7.5817,51.46,$275,$33,309,,,
24401160,24200937,SGOY,T,2024-06-19,CA,PO,6,7.5617,61.6,$336,$33,370,,,
24401161,24200939,MRHO,T,2024-06-19,CA,PP,10,13.376,98.9,$891,$98,989,,,
24401162,24200940,SGOY,T,2024-06-19,CA,PO,4,8.32,70.72,$258,$24,283,,,
24401162,24200940,SGOY,T,2024-06-19,CA,PO,12,19.57,154.8,"$1,685",$173,1858,,,
317045,23250899,MRHO,D,2024-06-19,US,PO,12,86.0025,140.39,$476,$759,1235,,,
317045,23250899,MRHO,D,2024-06-19,US,PO,12,87.455,133.514,$403,$772,1174,,,
317046,24250380,WMOR,D,2024-06-19,CA,TE,250,3.864,0,-$710,$710,0,,,
317050,24250449,AMIN,D,2024-06-19,CA,TR,25,204.48,355.1,"$5,119","$3,759",8878,,,
317053,23250139,SBEA,D,2024-06-19,UK,TA,116,43.8998,74.69,"$2,607","$3,744",6351,,,
317071,23250631,SBEA,D,2024-06-19,UK,TA,34,43.8997,74.69,$764,"$1,097",1862,,,
317073,23250714,SBEA,D,2024-06-19,UK,TA,50,58.3882,115.78,"$2,097","$2,147",4244,,,
24002159,24101145,SGOY,B,2024-06-18,CA,TR,200,7.6712,17.54,"$1,974","$1,534",3508,,,
24002160,24101358,OGAL,B,2024-06-18,US,PO,1,0,980,$980,$0,980,,,
24002160,24101358,OGAL,B,2024-06-18,US,PO,1,0,0,$0,$0,0,,,
24002161,24101485,OGAL,B,2024-06-18,US,TR,60,7.2257,12.25,$301,$434,735,,,
24002161,24101485,OGAL,B,2024-06-18,US,TR,1,0,0,$40,$0,40,,,
24002162,24101507,DGAS,B,2024-06-18,US,TR,48,6.4069,8.26,$89,$308,396,,,
24002162,24101507,DGAS,B,2024-06-18,US,TR,1,0,0,$30,$0,30,,,
24002163,24100165,SBEA,B,2024-06-18,US,TA,110,20.7266,95.4,"$8,214","$2,280",10494,,,
24002164,24100803,GXAV,B,2024-06-18,US,TE,100,13.5535,31.7,"$1,815","$1,355",3170,,,
24002164,24100803,GXAV,B,2024-06-18,US,TE,1,0,0,$0,$0,0,,,
24002165,24100809,GXAV,B,2024-06-18,US,TR,80,9.3773,20.65,$902,$750,1652,,,
24002165,24100809,GXAV,B,2024-06-18,US,TR,1,0,0,$0,$0,0,,,
24002166,24100859,DGAS,B,2024-06-18,US,PP,60,10.8683,12.51,$99,$652,751,,,
24002166,24100859,DGAS,B,2024-06-18,US,PP,1,0,0,$33,$0,33,,,
24002167,24101300,MRHO,B,2024-06-18,US,PS,150,1.4578,20.48,"$2,853",$219,3072,,,
24002167,24101300,MRHO,B,2024-06-18,US,PS,1,0,0,$0,$0,0,,,
24002168,24101364,MRHO,B,2024-06-18,US,PC,32,11.0397,31.05,$640,$353,994,,,
24002168,24101364,MRHO,B,2024-06-18,US,PC,1,0,0,$0,$0,0,,,
24002169,24101389,FBER,B,2024-06-18,US,PV,100,11.1768,25.57,"$1,439","$1,118",2557,,,
24002169,24101389,FBER,B,2024-06-18,US,PV,1,0,0,$0,$0,0,,,
24002170,24101402,DGAS,B,2024-06-18,US,PP,36,18.6703,32.23,$488,$672,1160,,,
24002170,24101402,DGAS,B,2024-06-18,US,PP,1,0,0,$0,$0,0,,,
24002171,24101407,MWIS,B,2024-06-18,US,OL,2,296,1141,"$1,690",$592,2282,,,
24002171,24101407,MWIS,B,2024-06-18,US,OL,1,0,0,$52,$0,52,,,
24002172,24101408,OGAL,B,2024-06-18,US,OL,10,296,1074,"$7,780","$2,960",10740,,,
24002172,24101408,OGAL,B,2024-06-18,US,OL,1,0,0,$0,$0,0,,,
24002173,24101511,DGAS,B,2024-06-18,US,PO,30,8.2483,26.21,$539,$247,786,,,
24002173,24101511,DGAS,B,2024-06-18,US,PO,1,0,0,$0,$0,0,,,
24002174,24101513,DGAS,B,2024-06-18,US,PP,53,14.894,35.56,"$1,095",$789,1885,,,
24002174,24101513,DGAS,B,2024-06-18,US,PP,1,0,0,$0,$0,0,,,
24002175,24101597,MWIS,B,2024-06-18,US,PO,1,530.2,1521,$991,$530,1521,,,
24002175,24101597,MWIS,B,2024-06-18,US,PO,4,639.1,1473,"$3,336","$2,556",5892,,,
24002175,24101597,MWIS,B,2024-06-18,US,PO,1,0,40.54,$41,$0,41,,,
24002176,24101611,SBEA,B,2024-06-18,US,TA,20,5.4335,29.55,$482,$109,591,,,
24002176,24101611,SBEA,B,2024-06-18,US,TA,1,0,0,$0,$0,0,,,
24002177,24101665,BHOU,B,2024-06-18,CA,IC,10,28.123,68.24,$401,$281,682,,,
24401153,24200976,THOU,T,2024-06-18,US,IC,50,0.5294,0.668,$5,$19,25,,,
24401154,24200925,SGOY,T,2024-06-18,CA,TO,32,14.1053,97.66,"$2,793",$332,3125,,,
24401154,24200925,SGOY,T,2024-06-18,CA,TO,4,12.13,103.05,$377,$36,412,,,
24401154,24200925,SGOY,T,2024-06-18,CA,TO,32,24.7881,125.25,"$3,425",$583,4008,,,
24401154,24200925,SGOY,T,2024-06-18,CA,TO,6,18.83,187.06,"$1,039",$83,1122,,,
317041,23250051,SBEA,D,2024-06-18,UK,TA,1,0,1364.2,"$1,000",$0,1000,,,
317043,23250590,SBEA,D,2024-06-18,UK,TA,35,38.012,79.287,"$1,056",$978,2034,,,
317057,23250051,SBEA,D,2024-06-18,UK,TA,32,38.0119,79.287,$965,$894,1860,,,
317057,23250051,SBEA,D,2024-06-18,UK,TA,3,38.0133,79.287,$91,$84,174,,,
317058,23250589,SBEA,D,2024-06-18,UK,TA,50,38.012,79.287,"$1,509","$1,398",2906,,,
317059,23250590,SBEA,D,2024-06-18,UK,TA,50,38.012,79.287,"$1,509","$1,398",2906,,,
24002140,24100343,FBER,B,2024-06-17,US,TR,1656,10.2559,14.79,"$7,508","$16,984",24492,,,
24002140,24100343,FBER,B,2024-06-17,US,TR,1,0,0,$0,$0,0,,,
24002141,24101091,GXAV,B,2024-06-17,US,TR,1,2120.73,3555,"$1,434","$2,121",3555,,,
24002142,24101440,KTIE,B,2024-06-17,US,NW,1,198.21,1239.55,"$1,041",$198,1240,,,
24002142,24101440,KTIE,B,2024-06-17,US,NW,1,0,0,$0,$0,0,,,
24002143,24101237,FBER,B,2024-06-17,US,TR,30,10.062,8.86,-$36,$302,266,,,
24002143,24101237,FBER,B,2024-06-17,US,TR,1,0,0,$0,$0,0,,,
24002144,24101500,MRHO,B,2024-06-17,US,PR,10,7.45,39.2,$318,$75,392,,,
24002144,24101500,MRHO,B,2024-06-17,US,PR,1,0,0,$0,$0,0,,,
24002145,24101505,MWIS,B,2024-06-17,US,PS,35,4.3874,18.01,$477,$154,630,,,
24002145,24101505,MWIS,B,2024-06-17,US,PS,1,0,0,$0,$0,0,,,
24002146,23103241,DGAS,B,2024-06-17,US,PV,525,4.2398,12.78,"$4,484","$2,226",6710,,,
24002146,23103241,DGAS,B,2024-06-17,US,PV,1,0,0,$0,$0,0,,,
24002147,24100062,BHOU,B,2024-06-17,US,TC,6075,1.9737,1.74,"-$1,420","$11,990",10571,,,
24002148,24100204,MWIS,B,2024-06-17,US,PS,250,1.0491,11.23,"$2,545",$262,2808,,,
24002148,24100204,MWIS,B,2024-06-17,US,PS,1,0,16.63,$17,$0,17,,,
24002149,24100350,GXAV,B,2024-06-17,US,TE,900,18.8069,23.44,"$4,170","$16,926",21096,,,
24002150,24101196,FBER,B,2024-06-17,US,TR,24,10.0621,9.5,-$13,$241,228,,,
24002150,24101196,FBER,B,2024-06-17,US,TR,60,10.8683,14.66,$228,$652,880,,,
24002150,24101196,FBER,B,2024-06-17,US,TR,1,0,0,$0,$0,0,,,
24002151,24101255,DGAS,B,2024-06-17,US,TE,90,4.8233,8.9,$367,$434,801,,,
24002151,24101255,DGAS,B,2024-06-17,US,TE,1,0,0,$0,$0,0,,,
24002152,24101309,MWIS,B,2024-06-17,US,PV,50,4.6618,8.92,$213,$233,446,,,
24002152,24101309,MWIS,B,2024-06-17,US,PV,24,1.6879,9,$175,$41,216,,,
24002152,24101309,MWIS,B,2024-06-17,US,PV,1,0,0,$0,$0,0,,,
24002153,24101401,DGAS,B,2024-06-17,US,NM,1,0,866,$866,$0,866,,,
24002153,24101401,DGAS,B,2024-06-17,US,NM,1,0,0,$33,$0,33,,,
24002154,24101419,MRHO,B,2024-06-17,US,PO,1,0,962,$962,$0,962,,,
24002154,24101419,MRHO,B,2024-06-17,US,PO,1,0,0,$0,$0,0,,,
24002155,24101528,MWIS,B,2024-06-17,US,OL,30,1.5227,5.61,$123,$46,168,,,
24002155,24101528,MWIS,B,2024-06-17,US,OL,1,0,0,$23,$0,23,,,
24002156,24101593,BHOU,B,2024-06-17,CA,IC,11,16.6555,23.98,$81,$183,264,,,
24002156,24101593,BHOU,B,2024-06-17,CA,IC,40,46.4835,64.24,$710,"$1,859",2570,,,
24002156,24101593,BHOU,B,2024-06-17,CA,IC,20,62.869,85.03,$443,"$1,257",1701,,,
24002156,24101593,BHOU,B,2024-06-17,CA,IC,3000,0.1304,0.19,$179,$391,570,,,
24002156,24101593,BHOU,B,2024-06-17,CA,IC,38.45,4.6801,6.45,$68,$180,248,,,
24002157,24101633,KTIE,B,2024-06-17,US,NW,10,279.256,479,"$1,997","$2,793",4790,,,
24002158,24101634,KTIE,B,2024-06-17,US,NW,20,300.918,420,"$2,382","$6,018",8400,,,
24401147,24200435,SBEA,T,2024-06-17,US,TA,100,51.218,101.169,"$3,650","$3,766",7416,,,
24401147,24200435,SBEA,T,2024-06-17,US,TA,100,51.218,101.169,"$3,650","$3,766",7416,,,
24401147,24200435,SBEA,T,2024-06-17,US,TA,100,51.218,101.169,"$3,650","$3,766",7416,,,
